Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
SLC22A10	0	1	0	0	0	0	0	0	0	1	1	1
SLC22A12	0	0	0	0	1	0	0	0	0	1	1	1
SLC22A23	0	0	0	0	1	0	0	0	0	1	1	1
SLC22A7	0	0	0	0	1	0	0	0	0	1	1	1
SLC22A9	0	0	0	0	1	0	0	0	0	1	1	1
SLC23A3	0	0	0	0	1	0	0	0	0	1	1	1
SLC24A4	0	0	0	0	1	0	0	0	0	1	1	1
SLC25A16	0	0	0	0	1	0	0	0	0	1	1	1
SLC25A17	0	0	0	0	1	0	0	0	0	1	1	1
SLC25A18	0	0	0	0	1	0	0	0	0	1	1	1
SLC25A24	0	0	0	0	1	0	0	0	0	1	1	1
SLC25A25	0	0	0	0	1	0	0	0	0	1	1	1
SLC25A29	0	0	0	0	1	0	0	0	0	1	1	1
SLC25A3	0	0	0	0	0	0	0	1	0	1	1	1
SLC25A32	0	0	0	0	1	0	0	0	0	1	1	1
SLC25A37	0	0	0	0	1	0	0	0	0	1	1	1
SLC25A45	0	0	0	0	1	0	0	0	0	1	1	1
SLC25A47	0	1	0	0	0	0	0	0	0	1	1	1
SLC25A48	0	0	0	0	0	0	0	1	0	1	1	1
SLC25A53	0	0	0	0	1	0	0	0	0	1	1	1
SLC26A1	1	0	0	0	0	0	0	0	0	1	1	1
SLC26A2	0	0	0	0	0	1	0	0	0	1	1	1
SLC26A4	0	0	0	0	1	0	0	0	0	1	1	1
SLC26A8	0	0	0	0	1	0	0	0	0	1	1	1
SLC27A3	0	0	0	0	0	0	1	0	0	1	1	1
SLC27A4	0	0	0	0	0	0	0	1	0	1	1	1
SLC29A2	0	0	0	0	1	0	0	0	0	1	1	1
SLC29A4	0	0	0	0	1	0	0	0	0	1	1	1
SLC2A2	0	0	0	0	0	0	0	1	0	1	1	1
SLC2A8	0	0	0	0	0	1	0	0	0	1	1	1
SLC30A2	0	0	0	0	0	0	0	1	0	1	1	1
SLC30A5	0	0	0	0	1	0	0	0	0	1	1	1
SLC35B4	0	0	0	0	0	0	0	1	0	1	1	1
SLC35F3	0	0	0	0	1	0	0	0	0	1	1	1
SLC35G3	1	0	0	0	0	0	0	0	0	1	1	1
SLC35G5	0	0	0	0	1	0	0	0	0	1	1	1
SLC36A2	0	1	0	0	0	0	0	0	0	1	1	1
SLC36A3	0	0	0	0	1	0	0	0	0	1	1	1
SLC36A4	0	0	0	0	1	0	0	0	0	1	1	1
SLC37A3	0	0	0	0	1	0	0	0	0	1	1	1
SLC38A2	0	0	0	0	1	0	0	0	0	1	1	1
SLC38A4	0	0	0	0	1	0	0	0	0	1	1	1
SLC38A6	0	0	0	0	1	0	0	0	0	1	1	1
SLC38A9	0	0	0	0	1	0	0	0	0	1	1	1
SLC39A10	0	0	0	0	1	0	0	0	0	1	1	1
SLC39A4	0	0	0	0	1	0	0	0	0	1	1	1
SLC39A9	0	0	0	0	1	0	0	0	0	1	1	1
SLC45A4	0	0	0	0	1	0	0	0	0	1	1	1
SLC46A3	0	0	0	0	1	0	0	0	0	1	1	1
SLC47A2	0	0	0	0	1	0	0	0	0	1	1	1
SLC48A1	0	0	0	0	1	0	0	0	0	1	1	1
SLC4A3	0	0	0	0	1	0	0	0	0	1	1	1
SLC4A5	0	0	0	0	1	0	0	0	0	1	1	1
SLC4A9	0	0	0	0	1	0	0	0	0	1	1	1
SLC5A1	0	0	0	0	1	0	0	0	0	1	1	1
SLC5A12	0	0	0	0	1	0	0	0	0	1	1	1
SLC5A8	0	0	0	0	0	0	0	1	0	1	1	1
SLC5A9	0	0	0	0	1	0	0	0	0	1	1	1
SLC6A13	0	0	0	0	1	0	0	0	0	1	1	1
SLC6A18	0	0	0	0	1	0	0	0	0	1	1	1
SLC6A2	0	0	0	0	1	0	0	0	0	1	1	1
SLC6A20	0	0	0	0	1	0	0	0	0	1	1	1
SLC6A4	0	0	0	0	1	0	0	0	0	1	1	1
SLC6A5	0	0	0	0	1	0	0	0	0	1	1	1
SLC7A1	0	0	0	0	1	0	0	0	0	1	1	1
SLC7A10	0	0	0	0	1	0	0	0	0	1	1	1
SLC7A14	0	0	0	0	0	0	0	1	0	1	1	1
SLC7A4	0	0	0	0	1	0	0	0	0	1	1	1
SLC7A8	0	0	0	0	1	0	0	0	0	1	1	1
SLC7A9	0	1	0	0	0	0	0	0	0	1	1	1
SLC8A3	0	0	0	0	1	0	0	0	0	1	1	1
SLC8B1	0	0	0	0	0	1	0	0	0	1	1	1
SLC9A1	0	0	0	0	1	0	0	0	0	1	1	1
SLC9A2	1	0	0	0	0	0	0	0	0	1	1	1
SLC9A3	0	0	0	0	1	0	0	0	0	1	1	1
SLC9A4	1	0	0	0	0	0	0	0	0	1	1	1
SLC9A5	0	0	0	0	1	0	0	0	0	1	1	1
SLC9A9	0	0	0	0	1	0	0	0	0	1	1	1
SLC9C1	0	0	0	0	1	0	0	0	0	1	1	1
SLCO1C1	1	0	0	0	0	0	0	0	0	1	1	1
SLCO3A1	0	0	0	0	1	0	0	0	0	1	1	1
SLCO4A1	0	0	0	0	0	1	0	0	0	1	1	1
SLCO5A1	0	0	0	0	1	0	0	0	0	1	1	1
SLF1	0	0	0	0	0	1	0	0	0	1	1	1
SLF2	0	0	0	0	1	0	0	0	0	1	1	1
SLFNL1	0	0	0	0	1	0	0	0	0	1	1	1
SLITRK1	0	0	0	0	1	0	0	0	0	1	1	1
SLITRK2	0	0	0	0	1	0	0	0	0	1	1	1
SLK	0	0	0	0	1	0	0	0	0	1	1	1
SLMAP	0	0	0	0	1	0	0	0	0	1	1	1
SLPI	0	0	0	0	0	1	0	0	0	1	1	1
SMAD1	0	0	0	0	1	0	0	0	0	1	1	1
SMAD6	0	0	0	0	0	1	0	0	0	1	1	1
SMAP2	0	0	0	0	1	0	0	0	0	1	1	1
SMARCA1	0	0	0	0	1	0	0	0	0	1	1	1
SMARCA5	0	0	0	0	1	0	0	0	0	1	1	1
SMARCC2	0	0	0	0	1	0	0	0	0	1	1	1
SMARCD1	0	0	0	0	1	0	0	0	0	1	1	1
SMC1A	0	0	0	0	1	0	0	0	0	1	1	1
SMC1B	0	0	0	0	0	0	0	1	0	1	1	1
SMC2	0	0	0	0	1	0	0	0	0	1	1	1
SMC3	0	0	0	0	1	0	0	0	0	1	1	1
SMC5	0	0	0	0	0	0	0	1	0	1	1	1
SMCHD1	0	0	0	0	0	1	0	0	0	1	1	1
SMCO2	0	0	0	0	1	0	0	0	0	1	1	1
SMG1	0	0	0	0	1	0	0	0	0	1	1	1
SMG5	0	0	0	0	1	0	0	0	0	1	1	1
SMIM10L2B	0	0	0	0	1	0	0	0	0	1	1	1
SMIM29	0	0	0	0	1	0	0	0	0	1	1	1
SMIM33	0	0	0	0	1	0	0	0	0	1	1	1
SMIM39	0	0	0	0	1	0	0	0	0	1	1	1
SMOC1	0	0	0	0	1	0	0	0	0	1	1	1
SMPD1	0	0	0	0	1	0	0	0	0	1	1	1
SMR3A	0	0	0	0	1	0	0	0	0	1	1	1
SMURF2	0	0	0	0	1	0	0	0	0	1	1	1
SMYD2	0	0	0	0	1	0	0	0	0	1	1	1
SMYD3	0	0	0	0	1	0	0	0	0	1	1	1
SMYD4	1	0	0	0	0	0	0	0	0	1	1	1
SMYD5	0	0	0	0	1	0	0	0	0	1	1	1
SNAI3	0	0	0	0	1	0	0	0	0	1	1	1
SNAPC1	1	0	0	0	0	0	0	0	0	1	1	1
SNCAIP	0	0	0	0	1	0	0	0	0	1	1	1
SNF8	0	0	0	0	1	0	0	0	0	1	1	1
SNORC	0	0	0	0	1	0	0	0	0	1	1	1
SNRNP40	0	0	0	0	1	0	0	0	0	1	1	1
SNRNP48	0	0	0	0	1	0	0	0	0	1	1	1
SNRPA1	0	0	0	0	1	0	0	0	0	1	1	1
SNRPC	0	0	0	0	1	0	0	0	0	1	1	1
SNTA1	0	0	0	0	1	0	0	0	0	1	1	1
SNTB1	0	0	0	0	1	0	0	0	0	1	1	1
SNTG1	0	0	0	0	0	0	0	1	0	1	1	1
SNTG2	0	0	0	0	0	1	0	0	0	1	1	1
SNTN	0	0	0	0	0	0	0	1	0	1	1	1
SNUPN	0	0	0	0	1	0	0	0	0	1	1	1
SNW1	0	0	0	0	1	0	0	0	0	1	1	1
SNX1	0	0	0	0	1	0	0	0	0	1	1	1
SNX11	0	0	0	0	1	0	0	0	0	1	1	1
SNX15	0	0	0	0	1	0	0	0	0	1	1	1
SNX17	0	0	0	0	1	0	0	0	0	1	1	1
SNX18	0	0	0	0	1	0	0	0	0	1	1	1
SNX19	0	0	0	0	1	0	0	0	0	1	1	1
SNX2	0	0	0	0	1	0	0	0	0	1	1	1
SNX20	0	0	0	0	1	0	0	0	0	1	1	1
SNX21	0	0	0	0	1	0	0	0	0	1	1	1
SNX22	0	0	0	0	0	0	0	1	0	1	1	1
SNX31	0	0	0	0	0	0	0	1	0	1	1	1
SNX32	0	0	0	0	1	0	0	0	0	1	1	1
SNX8	0	0	0	0	1	0	0	0	0	1	1	1
SOBP	0	0	0	0	1	0	0	0	0	1	1	1
SOCS6	0	0	0	0	1	0	0	0	0	1	1	1
SOD3	0	0	0	0	1	0	0	0	0	1	1	1
SOHLH2	0	0	0	0	1	0	0	0	0	1	1	1
SORBS2	0	0	0	0	1	0	0	0	0	1	1	1
SOWAHC	0	0	0	0	1	0	0	0	0	1	1	1
SOX1	0	0	0	0	1	0	0	0	0	1	1	1
SOX11	0	0	0	0	1	0	0	0	0	1	1	1
SOX13	0	0	0	0	1	0	0	0	0	1	1	1
SOX14	0	0	0	0	0	1	0	0	0	1	1	1
SOX8	0	0	0	0	0	1	0	0	0	1	1	1
SP140	0	0	0	0	1	0	0	0	0	1	1	1
SP2	0	0	0	0	1	0	0	0	0	1	1	1
SPACA1	0	0	0	0	1	0	0	0	0	1	1	1
SPACDR	1	0	0	0	0	0	0	0	0	1	1	1
SPAG16	0	0	0	0	0	0	0	1	0	1	1	1
SPANXN3	0	0	0	0	1	0	0	0	0	1	1	1
SPARCL1	1	0	0	0	0	0	0	0	0	1	1	1
SPAST	0	0	0	0	0	0	0	1	0	1	1	1
SPATA13	0	0	0	0	1	0	0	0	0	1	1	1
SPATA16	0	0	0	0	1	0	0	0	0	1	1	1
SPATA19	0	0	0	0	1	0	0	0	0	1	1	1
SPATA20	0	0	0	0	1	0	0	0	0	1	1	1
SPATA3	0	0	0	0	1	0	0	0	0	1	1	1
SPATA31A6	0	0	0	0	0	1	0	0	0	1	1	1
SPATA31A7	0	0	0	0	1	0	0	0	0	1	1	1
SPATA31F1	0	0	0	0	1	0	0	0	0	1	1	1
SPATA31G1	0	0	0	0	1	0	0	0	0	1	1	1
SPATA32	0	0	0	0	0	1	0	0	0	1	1	1
SPATA6L	0	0	0	0	0	1	0	0	0	1	1	1
SPATC1	0	0	0	0	1	0	0	0	0	1	1	1
SPATC1L	0	0	0	0	1	0	0	0	0	1	1	1
SPDEF	1	0	0	0	0	0	0	0	0	1	1	1
SPDYE2	0	0	0	0	0	0	0	1	0	1	1	1
SPDYE4	0	0	0	0	1	0	0	0	0	1	1	1
SPDYE5	0	0	0	0	1	0	0	0	0	1	1	1
SPEF1	0	0	0	0	1	0	0	0	0	1	1	1
SPEM3	0	0	0	0	1	0	0	0	0	1	1	1
SPESP1	0	0	0	0	1	0	0	0	0	1	1	1
SPG11	0	0	0	0	1	0	0	0	0	1	1	1
SPINK2	0	0	0	0	1	0	0	0	0	1	1	1
SPINK6	0	0	0	0	0	0	0	1	0	1	1	1
SPINK7	1	0	0	0	0	0	0	0	0	1	1	1
SPINK8	0	0	0	0	1	0	0	0	0	1	1	1
SPINT3	0	0	0	0	0	0	0	0	1	1	1	1
SPMIP2	0	0	0	0	1	0	0	0	0	1	1	1
SPMIP8	0	0	0	0	1	0	0	0	0	1	1	1
SPNS1	0	0	0	0	1	0	0	0	0	1	1	1
SPNS2	0	0	0	0	0	0	0	0	1	1	1	1
SPON1	0	0	0	0	1	0	0	0	0	1	1	1
SPOP	0	0	0	0	1	0	0	0	0	1	1	1
SPP1	0	0	0	0	1	0	0	0	0	1	1	1
SPP2	0	0	0	0	1	0	0	0	0	1	1	1
SPPL2B	0	0	0	0	0	0	0	1	0	1	1	1
SPRN	0	0	0	0	1	0	0	0	0	1	1	1
SPRR5	0	0	0	0	1	0	0	0	0	1	1	1
SPRY3	0	0	0	0	1	0	0	0	0	1	1	1
SPTA1	0	0	0	0	1	0	0	0	0	1	1	1
SRA1	0	0	0	0	1	0	0	0	0	1	1	1
SRARP	0	0	0	0	1	0	0	0	0	1	1	1
SRBD1	0	0	0	0	1	0	0	0	0	1	1	1
SRCAP	0	1	0	0	0	0	0	0	0	1	1	1
SRCIN1	0	0	0	0	1	0	0	0	0	1	1	1
SREBF1	0	0	0	0	1	0	0	0	0	1	1	1
SRGAP1	0	0	0	0	1	0	0	0	0	1	1	1
SRGAP2C	0	0	0	0	1	0	0	0	0	1	1	1
SRGAP3	0	0	0	0	1	0	0	0	0	1	1	1
SRPK2	0	0	0	0	1	0	0	0	0	1	1	1
SRRM2	0	0	0	1	0	0	0	0	0	1	1	1
SRRM3	0	0	0	0	1	0	0	0	0	1	1	1
SRRT	0	0	0	0	1	0	0	0	0	1	1	1
SRSF12	0	0	0	0	1	0	0	0	0	1	1	1
SRSF4	0	0	0	0	1	0	0	0	0	1	1	1
SRSF8	0	0	0	0	1	0	0	0	0	1	1	1
SRXN1	0	0	0	0	1	0	0	0	0	1	1	1
SS18	0	0	0	0	0	0	0	1	0	1	1	1
SS18L1	0	0	0	0	1	0	0	0	0	1	1	1
SSH2	0	0	0	0	1	0	0	0	0	1	1	1
SSH3	1	0	0	0	0	0	0	0	0	1	1	1
SSNA1	1	0	0	0	0	0	0	0	0	1	1	1
SSR2	0	0	0	0	1	0	0	0	0	1	1	1
SSR4	0	0	0	0	1	0	0	0	0	1	1	1
SSTR1	0	0	0	0	1	0	0	0	0	1	1	1
SSTR5	0	0	0	0	1	0	0	0	0	1	1	1
SSU72	0	0	0	0	1	0	0	0	0	1	1	1
SSU72L1	0	0	0	0	0	1	0	0	0	1	1	1
SSU72L5	1	0	0	0	0	0	0	0	0	1	1	1
SSUH2	0	0	0	0	1	0	0	0	0	1	1	1
ST14	0	0	0	0	1	0	0	0	0	1	1	1
ST3GAL2	0	0	0	0	1	0	0	0	0	1	1	1
ST3GAL3	0	0	0	0	1	0	0	0	0	1	1	1
ST3GAL4	0	0	0	0	1	0	0	0	0	1	1	1
ST6GALNAC4	0	0	0	0	1	0	0	0	0	1	1	1
ST6GALNAC6	0	0	0	0	1	0	0	0	0	1	1	1
ST7L	0	1	0	0	0	0	0	0	0	1	1	1
ST8SIA2	0	0	0	0	1	0	0	0	0	1	1	1
ST8SIA3	0	0	0	0	1	0	0	0	0	1	1	1
ST8SIA4	0	0	0	0	1	0	0	0	0	1	1	1
ST8SIA5	0	0	0	0	0	1	0	0	0	1	1	1
STAG3	0	0	0	0	1	0	0	0	0	1	1	1
STAMBPL1	0	0	0	0	0	1	0	0	0	1	1	1
STAP2	0	0	0	0	1	0	0	0	0	1	1	1
STARD13	0	0	0	0	1	0	0	0	0	1	1	1
STARD3	0	0	0	0	0	1	0	0	0	1	1	1
STARD7	0	0	0	0	0	0	0	1	0	1	1	1
STARD8	0	0	0	0	1	0	0	0	0	1	1	1
STAT3	0	0	0	0	1	0	0	0	0	1	1	1
STAT5B	0	0	0	0	1	0	0	0	0	1	1	1
STAU1	0	0	0	0	1	0	0	0	0	1	1	1
STEAP1B	0	0	0	0	0	1	0	0	0	1	1	1
STEAP3	0	0	0	0	1	0	0	0	0	1	1	1
STIL	0	0	0	0	1	0	0	0	0	1	1	1
STIM2	0	0	0	0	1	0	0	0	0	1	1	1
STIMATE	0	0	0	0	1	0	0	0	0	1	1	1
STK11	1	0	0	0	0	0	0	0	0	1	1	1
STK24	0	0	0	0	1	0	0	0	0	1	1	1
STK31	0	0	0	0	1	0	0	0	0	1	1	1
STK36	0	1	0	0	0	0	0	0	0	1	1	1
STMN2	0	0	0	0	0	0	0	1	0	1	1	1
STOML1	0	0	0	0	1	0	0	0	0	1	1	1
STOX2	0	0	0	0	1	0	0	0	0	1	1	1
STPG2	0	0	0	0	0	0	0	1	0	1	1	1
STRIP1	0	0	0	0	1	0	0	0	0	1	1	1
STRIP2	0	0	0	0	1	0	0	0	0	1	1	1
STRN	0	0	0	0	1	0	0	0	0	1	1	1
STT3A	0	0	0	0	1	0	0	0	0	1	1	1
STT3B	0	0	0	0	1	0	0	0	0	1	1	1
STX11	0	0	0	0	1	0	0	0	0	1	1	1
STX12	1	0	0	0	0	0	0	0	0	1	1	1
STX16	0	0	0	0	1	0	0	0	0	1	1	1
STX1B	0	0	0	0	1	0	0	0	0	1	1	1
STX2	0	0	0	0	1	0	0	0	0	1	1	1
STX4	0	0	0	0	1	0	0	0	0	1	1	1
STX6	0	0	0	0	0	0	0	1	0	1	1	1
STXBP1	0	0	0	0	1	0	0	0	0	1	1	1
STXBP2	0	0	0	0	0	1	0	0	0	1	1	1
STXBP3	0	0	0	0	1	0	0	0	0	1	1	1
STXBP5L	0	0	0	0	1	0	0	0	0	1	1	1
STXBP6	0	0	0	0	0	0	0	1	0	1	1	1
STYXL2	0	0	1	0	0	0	0	0	0	1	1	1
SUCNR1	1	0	0	0	0	0	0	0	0	1	1	1
SUCO	1	0	0	0	0	0	0	0	0	1	1	1
SUDS3	0	0	0	0	1	0	0	0	0	1	1	1
SUGP1	0	0	0	0	1	0	0	0	0	1	1	1
SUGP2	0	0	0	0	1	0	0	0	0	1	1	1
SULF2	0	0	0	0	1	0	0	0	0	1	1	1
SUMF2	0	0	0	0	1	0	0	0	0	1	1	1
SUMO2	0	0	0	0	0	1	0	0	0	1	1	1
SUN2	0	0	0	0	1	0	0	0	0	1	1	1
SUN5	0	0	0	0	1	0	0	0	0	1	1	1
SUPT20HL1	0	0	0	0	1	0	0	0	0	1	1	1
SUPT3H	1	0	0	0	0	0	0	0	0	1	1	1
SURF6	0	0	0	0	0	0	0	1	0	1	1	1
SUSD1	0	0	0	0	1	0	0	0	0	1	1	1
SUV39H2	0	0	0	0	1	0	0	0	0	1	1	1
SUZ12	0	0	0	0	1	0	0	0	0	1	1	1
SV2A	0	0	0	0	1	0	0	0	0	1	1	1
SV2B	0	0	0	0	1	0	0	0	0	1	1	1
SWAP70	0	0	0	0	1	0	0	0	0	1	1	1
SYAP1	0	0	0	0	1	0	0	0	0	1	1	1
SYCE3	0	0	0	0	1	0	0	0	0	1	1	1
SYCP1	0	0	0	0	1	0	0	0	0	1	1	1
SYCP3	0	1	0	0	0	0	0	0	0	1	1	1
SYDE2	0	0	0	0	1	0	0	0	0	1	1	1
SYK	0	0	0	0	1	0	0	0	0	1	1	1
SYN1	0	0	0	0	1	0	0	0	0	1	1	1
SYNGR4	0	0	0	0	1	0	0	0	0	1	1	1
SYNJ2	0	0	0	0	1	0	0	0	0	1	1	1
SYNPO	0	0	0	0	1	0	0	0	0	1	1	1
SYNPO2L	0	0	0	0	1	0	0	0	0	1	1	1
SYNRG	0	0	0	0	1	0	0	0	0	1	1	1
SYPL2	0	0	0	0	0	0	0	1	0	1	1	1
SYT1	0	0	0	0	0	0	0	1	0	1	1	1
SYT12	0	0	0	0	1	0	0	0	0	1	1	1
SYT16	0	0	0	0	1	0	0	0	0	1	1	1
SYT17	0	0	0	0	1	0	0	0	0	1	1	1
SYT4	0	0	0	0	0	0	0	0	1	1	1	1
SYT6	0	0	0	0	1	0	0	0	0	1	1	1
SYT8	0	0	0	0	0	1	0	0	0	1	1	1
SYTL1	0	1	0	0	0	0	0	0	0	1	1	1
SYTL3	0	0	0	0	1	0	0	0	0	1	1	1
TAB2	0	0	0	0	1	0	0	0	0	1	1	1
TAC1	0	0	0	0	1	0	0	0	0	1	1	1
TAC3	0	0	0	0	0	0	0	1	0	1	1	1
TACR3	0	0	0	0	1	0	0	0	0	1	1	1
TAF11L11	0	0	0	0	1	0	0	0	0	1	1	1
TAF11L12	1	0	0	0	0	0	0	0	0	1	1	1
TAF11L4	0	0	0	0	0	1	0	0	0	1	1	1
TAF11L5	0	0	0	0	0	1	0	0	0	1	1	1
TAF11L9	0	0	0	0	0	1	0	0	0	1	1	1
TAF3	0	0	0	0	1	0	0	0	0	1	1	1
TAF4	1	0	0	0	0	0	0	0	0	1	1	1
TAF6	0	0	0	0	1	0	0	0	0	1	1	1
TAF6L	0	0	0	0	1	0	0	0	0	1	1	1
TAF7L	0	0	0	0	1	0	0	0	0	1	1	1
TAF9B	0	0	0	0	1	0	0	0	0	1	1	1
TAFA3	0	0	0	0	1	0	0	0	0	1	1	1
TAL1	0	0	0	0	1	0	0	0	0	1	1	1
TANC1	0	0	0	0	1	0	0	0	0	1	1	1
TAOK1	0	0	0	0	1	0	0	0	0	1	1	1
TAOK3	0	0	0	0	1	0	0	0	0	1	1	1
TAP1	0	0	0	0	1	0	0	0	0	1	1	1
TARBP1	0	0	0	0	1	0	0	0	0	1	1	1
TARBP2	0	0	0	0	1	0	0	0	0	1	1	1
TARDBP	0	0	0	0	1	0	0	0	0	1	1	1
TARS2	0	0	0	0	1	0	0	0	0	1	1	1
TARS3	0	0	0	0	1	0	0	0	0	1	1	1
TAS1R2	0	0	0	0	1	0	0	0	0	1	1	1
TAS2R1	0	0	0	0	1	0	0	0	0	1	1	1
TAS2R13	0	0	0	0	1	0	0	0	0	1	1	1
TAS2R16	0	0	0	0	1	0	0	0	0	1	1	1
TAS2R38	0	0	0	0	1	0	0	0	0	1	1	1
TAS2R60	0	0	0	0	1	0	0	0	0	1	1	1
TAS2R9	0	0	0	0	1	0	0	0	0	1	1	1
TASP1	0	0	1	0	0	0	0	0	0	1	1	1
TAT	0	0	0	0	1	0	0	0	0	1	1	1
TATDN2	0	0	0	0	1	0	0	0	0	1	1	1
TBC1D16	0	0	0	0	1	0	0	0	0	1	1	1
TBC1D19	0	0	0	0	1	0	0	0	0	1	1	1
TBC1D21	0	0	0	0	0	0	0	1	0	1	1	1
TBC1D24	0	0	0	0	1	0	0	0	0	1	1	1
TBC1D3F	0	0	0	0	0	1	0	0	0	1	1	1
TBC1D4	0	0	0	0	1	0	0	0	0	1	1	1
TBCD	0	0	0	0	1	0	0	0	0	1	1	1
TBCE	0	1	0	0	0	0	0	0	0	1	1	1
TBCEL	0	0	0	0	1	0	0	0	0	1	1	1
TBCK	0	0	0	0	1	0	0	0	0	1	1	1
TBKBP1	0	0	0	0	1	0	0	0	0	1	1	1
TBL1X	0	0	0	0	1	0	0	0	0	1	1	1
TBL2	0	0	0	0	0	1	0	0	0	1	1	1
TBPL2	0	0	0	0	0	1	0	0	0	1	1	1
TBX10	0	0	0	0	1	0	0	0	0	1	1	1
TBX18	0	0	0	0	1	0	0	0	0	1	1	1
TBX22	0	0	0	0	1	0	0	0	0	1	1	1
TBX3	0	0	0	0	1	0	0	0	0	1	1	1
TBX5	0	0	0	0	1	0	0	0	0	1	1	1
TBX6	0	0	0	0	1	0	0	0	0	1	1	1
TBXAS1	1	0	0	0	0	0	0	0	0	1	1	1
TCF19	0	0	0	0	1	0	0	0	0	1	1	1
TCF20	0	0	0	0	1	0	0	0	0	1	1	1
TCF23	0	0	0	0	1	0	0	0	0	1	1	1
TCF25	0	1	0	0	0	0	0	0	0	1	1	1
TCF7L1	0	0	0	0	1	0	0	0	0	1	1	1
TCFL5	0	0	0	0	1	0	0	0	0	1	1	1
TCL1B	0	0	0	0	1	0	0	0	0	1	1	1
TCOF1	0	0	0	0	1	0	0	0	0	1	1	1
TCP1	0	0	0	0	1	0	0	0	0	1	1	1
TDO2	0	0	0	0	1	0	0	0	0	1	1	1
TDRD15	0	0	0	0	1	0	0	0	0	1	1	1
TDRKH	0	0	1	0	0	0	0	0	0	1	1	1
TECPR1	0	0	0	0	1	0	0	0	0	1	1	1
TECRL	0	0	0	0	1	0	0	0	0	1	1	1
TEDDM1	0	0	0	0	1	0	0	0	0	1	1	1
TEF	0	0	0	0	1	0	0	0	0	1	1	1
TEKT2	1	0	0	0	0	0	0	0	0	1	1	1
TEKT5	0	0	0	0	1	0	0	0	0	1	1	1
TENT4B	0	0	0	0	1	0	0	0	0	1	1	1
TENT5B	0	0	0	0	1	0	0	0	0	1	1	1
TEPSIN	0	0	0	0	1	0	0	0	0	1	1	1
TEX13C	0	0	0	0	1	0	0	0	0	1	1	1
TEX261	0	0	0	0	1	0	0	0	0	1	1	1
TEX48	0	0	0	0	0	1	0	0	0	1	1	1
TEX52	0	0	0	0	1	0	0	0	0	1	1	1
TF	0	0	0	0	1	0	0	0	0	1	1	1
TFAP2A	0	0	0	0	1	0	0	0	0	1	1	1
TFAP2B	0	0	0	0	1	0	0	0	0	1	1	1
TFAP2D	0	0	0	0	1	0	0	0	0	1	1	1
TFAP2E	0	0	0	0	1	0	0	0	0	1	1	1
TFCP2L1	0	0	0	0	0	0	0	1	0	1	1	1
TFDP1	0	0	0	0	1	0	0	0	0	1	1	1
TFDP2	0	0	0	0	0	0	0	1	0	1	1	1
TFDP3	0	0	0	0	1	0	0	0	0	1	1	1
TFEC	0	0	0	0	1	0	0	0	0	1	1	1
TFIP11	0	0	0	0	1	0	0	0	0	1	1	1
TFPI2	0	0	0	0	1	0	0	0	0	1	1	1
TFPT	0	0	0	0	1	0	0	0	0	1	1	1
TGFBR2	0	0	0	0	0	1	0	0	0	1	1	1
TGFBR3	0	0	0	0	0	1	0	0	0	1	1	1
TGIF1	0	0	0	0	1	0	0	0	0	1	1	1
TGIF2	0	0	0	0	1	0	0	0	0	1	1	1
TGM2	0	0	0	0	1	0	0	0	0	1	1	1
TGM3	0	0	0	0	0	1	0	0	0	1	1	1
TGM4	0	0	0	0	0	0	0	1	0	1	1	1
TGM5	0	0	0	0	1	0	0	0	0	1	1	1
TGM7	1	0	0	0	0	0	0	0	0	1	1	1
THADA	0	0	0	0	1	0	0	0	0	1	1	1
THAP10	0	0	0	0	1	0	0	0	0	1	1	1
THAP12	0	0	0	0	1	0	0	0	0	1	1	1
THAP7	0	0	0	0	0	1	0	0	0	1	1	1
THBS4	0	0	0	0	1	0	0	0	0	1	1	1
THEM5	0	0	0	0	1	0	0	0	0	1	1	1
THNSL2	0	0	0	0	1	0	0	0	0	1	1	1
THOC7	0	0	0	0	1	0	0	0	0	1	1	1
THRB	0	0	0	0	1	0	0	0	0	1	1	1
THSD7B	0	0	0	0	0	1	0	0	0	1	1	1
TIAL1	0	0	0	0	1	0	0	0	0	1	1	1
TIGIT	0	0	0	0	1	0	0	0	0	1	1	1
TIMELESS	0	0	0	0	1	0	0	0	0	1	1	1
TIMM23	0	0	0	0	1	0	0	0	0	1	1	1
TIMM23B	1	0	0	0	0	0	0	0	0	1	1	1
TINCR	1	0	0	0	0	0	0	0	0	1	1	1
TKFC	0	0	0	0	1	0	0	0	0	1	1	1
TKT	0	0	0	0	1	0	0	0	0	1	1	1
TKTL1	0	0	0	0	1	0	0	0	0	1	1	1
TLE3	0	0	0	0	1	0	0	0	0	1	1	1
TLK1	0	0	0	0	1	0	0	0	0	1	1	1
TLL1	0	0	0	0	1	0	0	0	0	1	1	1
TLNRD1	0	0	0	0	1	0	0	0	0	1	1	1
TLR6	0	0	0	0	1	0	0	0	0	1	1	1
TLR9	0	0	0	0	1	0	0	0	0	1	1	1
TLX2	0	0	1	0	0	0	0	0	0	1	1	1
TLX3	0	0	0	0	1	0	0	0	0	1	1	1
TM4SF20	0	0	0	0	1	0	0	0	0	1	1	1
TM4SF4	1	0	0	0	0	0	0	0	0	1	1	1
