Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
ZNF831	1	0	0	0	2	1	0	0	0	4	4	4
ZNF844	4	0	0	0	0	0	0	0	0	4	4	4
ZNF865	0	0	0	0	3	1	0	0	0	4	4	4
ZP1	0	0	0	0	4	0	0	0	0	4	4	4
ZSWIM6	0	0	0	0	2	1	0	1	0	4	4	4
IGLV5-45	0	0	0	0	6	0	0	0	0	6	3	3
BEND2	1	0	1	0	1	1	0	1	0	5	3	3
DENND4A	0	0	0	0	4	0	0	1	0	5	3	3
MDN1	0	0	0	0	5	0	0	0	0	5	3	3
A3GALT2	0	0	0	0	1	3	0	0	0	4	3	3
ADAMTS20	1	0	0	0	3	0	0	0	0	4	3	3
ATP1A4	2	0	0	0	2	0	0	0	0	4	3	3
BRSK2	0	0	0	0	4	0	0	0	0	4	3	3
CCT8	1	0	0	0	3	0	0	0	0	4	3	3
CEP350	1	0	0	0	2	1	0	0	0	4	3	3
FLT1	0	0	0	0	4	0	0	0	0	4	3	3
GPR179	0	0	0	0	3	1	0	0	0	4	3	3
HECTD4	0	0	0	0	3	1	0	0	0	4	3	3
IFT140	0	1	0	0	3	0	0	0	0	4	3	3
KANSL1	0	0	0	0	3	0	0	1	0	4	3	3
MARK4	0	0	0	0	4	0	0	0	0	4	3	3
MYO7B	0	0	0	0	4	0	0	0	0	4	3	3
NFILZ	0	0	0	0	4	0	0	0	0	4	3	3
NOTCH1	0	0	0	0	4	0	0	0	0	4	3	3
NTNG2	0	0	0	0	3	1	0	0	0	4	3	3
PARP12	1	0	0	0	3	0	0	0	0	4	3	3
PCDH1	0	0	0	0	4	0	0	0	0	4	3	3
PGBD2	0	0	0	0	3	1	0	0	0	4	3	3
PID1	0	0	0	0	3	1	0	0	0	4	3	3
PIEZO1	0	0	0	0	3	0	0	1	0	4	3	3
PIF1	0	0	0	0	2	2	0	0	0	4	3	3
PPP1R12C	0	0	0	0	4	0	0	0	0	4	3	3
PRSS55	3	0	0	0	0	0	0	1	0	4	3	3
RORB	0	0	0	0	1	3	0	0	0	4	3	3
SBF1	0	0	0	0	4	0	0	0	0	4	3	3
SHANK1	1	0	0	0	3	0	0	0	0	4	3	3
SPTBN2	0	0	0	0	4	0	0	0	0	4	3	3
TOP3B	0	0	0	0	4	0	0	0	0	4	3	3
TPCN2	0	0	0	0	3	0	0	1	0	4	3	3
TTLL10	1	0	0	0	3	0	0	0	0	4	3	3
WDR81	0	1	0	0	3	0	0	0	0	4	3	3
ZNF208	0	0	0	0	3	1	0	0	0	4	3	3
ABCA3	0	0	0	0	3	0	0	0	0	3	3	3
ABCB4	0	3	0	0	0	0	0	0	0	3	3	3
ABCC10	0	0	0	0	3	0	0	0	0	3	3	3
ABCC12	0	0	0	0	0	3	0	0	0	3	3	3
ABCC6	0	0	0	0	1	1	0	1	0	3	3	3
ABCE1	0	0	0	0	1	0	0	2	0	3	3	3
ACACA	0	0	0	0	2	1	0	0	0	3	3	3
ACAP3	0	0	0	0	2	0	0	1	0	3	3	3
ACSM1	0	0	0	0	2	1	0	0	0	3	3	3
ADAM10	0	0	0	0	2	1	0	0	0	3	3	3
ADAM12	0	0	0	0	3	0	0	0	0	3	3	3
ADAM20	0	1	0	0	0	2	0	0	0	3	3	3
ADAMTS18	0	0	0	0	2	0	0	1	0	3	3	3
ADAMTSL3	0	0	0	0	2	1	0	0	0	3	3	3
ADCY5	0	0	0	0	2	1	0	0	0	3	3	3
ADCY7	0	0	0	0	3	0	0	0	0	3	3	3
ADGRB1	0	0	0	0	3	0	0	0	0	3	3	3
ADH1B	0	0	0	0	3	0	0	0	0	3	3	3
AGAP4	0	0	0	0	1	0	0	2	0	3	3	3
AGBL1	0	0	0	0	0	2	0	1	0	3	3	3
AHRR	0	0	0	0	3	0	0	0	0	3	3	3
AKAP6	0	1	0	0	2	0	0	0	0	3	3	3
ALAS2	0	0	0	0	3	0	0	0	0	3	3	3
ALB	1	0	0	0	1	0	0	1	0	3	3	3
ALDH18A1	0	0	0	0	1	0	0	2	0	3	3	3
AMOTL1	0	0	0	0	1	2	0	0	0	3	3	3
ANKRD36	1	0	0	0	1	0	0	1	0	3	3	3
ANKRD40CL	0	0	0	0	1	2	0	0	0	3	3	3
ANO10	0	1	0	0	2	0	0	0	0	3	3	3
ANO7	0	0	0	0	2	0	0	1	0	3	3	3
ANXA8	0	0	0	0	1	0	0	2	0	3	3	3
APBA3	0	0	0	0	3	0	0	0	0	3	3	3
APBB2	0	0	0	0	3	0	0	0	0	3	3	3
APC	0	0	0	0	3	0	0	0	0	3	3	3
ARHGAP6	0	0	0	0	3	0	0	0	0	3	3	3
ARHGEF12	0	0	0	0	3	0	0	0	0	3	3	3
ARID4A	0	0	0	0	1	0	0	2	0	3	3	3
ARMCX4	0	0	0	0	3	0	0	0	0	3	3	3
ASB6	0	0	0	0	3	0	0	0	0	3	3	3
ASXL3	0	0	0	0	3	0	0	0	0	3	3	3
ATG2A	1	0	0	0	2	0	0	0	0	3	3	3
ATM	0	0	0	0	3	0	0	0	0	3	3	3
ATP5F1A	0	0	0	0	3	0	0	0	0	3	3	3
ATP8B3	0	0	0	0	3	0	0	0	0	3	3	3
ATRNL1	0	0	0	0	3	0	0	0	0	3	3	3
B4GALT4	0	0	0	0	2	1	0	0	0	3	3	3
B4GALT5	0	0	0	0	3	0	0	0	0	3	3	3
BAHCC1	0	0	0	0	2	0	0	1	0	3	3	3
BLTP1	0	0	0	0	1	1	0	1	0	3	3	3
BLTP2	0	0	0	0	3	0	0	0	0	3	3	3
BOP1	0	0	0	0	3	0	0	0	0	3	3	3
BPTF	0	0	0	0	2	1	0	0	0	3	3	3
BRD10	1	0	0	0	2	0	0	0	0	3	3	3
BRWD3	0	0	0	0	3	0	0	0	0	3	3	3
BTBD16	0	0	0	0	2	0	0	1	0	3	3	3
BTN3A3	0	0	0	0	1	2	0	0	0	3	3	3
BTNL9	1	0	0	0	2	0	0	0	0	3	3	3
C7orf50	3	0	0	0	0	0	0	0	0	3	3	3
C8orf74	0	2	0	0	0	1	0	0	0	3	3	3
CACNA1B	0	0	0	0	3	0	0	0	0	3	3	3
CACNA1G	1	0	0	0	2	0	0	0	0	3	3	3
CACNA1I	0	0	0	0	3	0	0	0	0	3	3	3
CACNA2D1	0	0	0	0	1	1	0	1	0	3	3	3
CAD	0	0	0	0	2	0	0	1	0	3	3	3
CADPS	0	0	0	0	2	0	0	1	0	3	3	3
CADPS2	0	0	0	0	3	0	0	0	0	3	3	3
CAMKV	1	0	0	0	2	0	0	0	0	3	3	3
CAMTA1	0	0	0	0	2	1	0	0	0	3	3	3
CAPN15	0	0	0	0	1	0	0	2	0	3	3	3
CASR	0	0	0	0	2	0	0	1	0	3	3	3
CCDC121	3	0	0	0	0	0	0	0	0	3	3	3
CCDC148	0	0	0	0	2	1	0	0	0	3	3	3
CCDC168	1	0	0	0	1	1	0	0	0	3	3	3
CCDC175	0	1	0	0	1	0	0	1	0	3	3	3
CCDC178	1	1	0	0	0	0	0	1	0	3	3	3
CCDC180	0	0	0	0	3	0	0	0	0	3	3	3
CCDC33	0	0	0	0	3	0	0	0	0	3	3	3
CCDC77	0	0	0	0	1	2	0	0	0	3	3	3
CD33	2	0	0	0	1	0	0	0	0	3	3	3
CD72	0	0	0	0	3	0	0	0	0	3	3	3
CDC25A	0	0	0	0	1	0	0	2	0	3	3	3
CDC40	0	0	0	0	3	0	0	0	0	3	3	3
CDC42BPA	0	0	0	0	3	0	0	0	0	3	3	3
CDH17	1	0	0	0	2	0	0	0	0	3	3	3
CEL	0	2	0	0	1	0	0	0	0	3	3	3
CEP120	0	0	0	0	3	0	0	0	0	3	3	3
CEP250	0	1	0	0	1	0	0	1	0	3	3	3
CEP72	0	0	0	0	2	1	0	0	0	3	3	3
CFAP157	0	0	0	0	0	1	2	0	0	3	3	3
CFAP251	0	0	0	0	2	1	0	0	0	3	3	3
CFAP47	0	0	0	0	3	0	0	0	0	3	3	3
CFAP74	0	0	0	0	3	0	0	0	0	3	3	3
CFAP92	1	0	0	0	2	0	0	0	0	3	3	3
CHD7	0	0	0	0	3	0	0	0	0	3	3	3
CHD9	0	0	0	0	2	0	0	1	0	3	3	3
CHL1	0	0	0	0	3	0	0	0	0	3	3	3
CHRNG	0	1	0	0	2	0	0	0	0	3	3	3
CKAP5	0	0	0	0	2	0	0	1	0	3	3	3
CLCA4	0	0	0	0	3	0	0	0	0	3	3	3
CLK3	0	0	0	0	2	0	0	1	0	3	3	3
CNNM3	0	0	0	0	3	0	0	0	0	3	3	3
CNTN3	0	0	0	0	2	1	0	0	0	3	3	3
CNTNAP2	0	0	0	0	2	1	0	0	0	3	3	3
CNTNAP5	0	0	0	0	3	0	0	0	0	3	3	3
COL12A1	0	0	0	0	2	1	0	0	0	3	3	3
COL14A1	0	0	0	0	3	0	0	0	0	3	3	3
COL27A1	0	0	0	0	3	0	0	0	0	3	3	3
COL4A5	0	0	0	0	3	0	0	0	0	3	3	3
COL5A2	0	0	0	0	2	0	0	1	0	3	3	3
CPAMD8	0	0	0	0	3	0	0	0	0	3	3	3
CPD	0	0	0	0	3	0	0	0	0	3	3	3
CPNE7	0	0	0	0	3	0	0	0	0	3	3	3
CSMD2	0	0	0	0	1	1	0	1	0	3	3	3
CSNKA2IP	1	1	0	0	1	0	0	0	0	3	3	3
CTAGE6	3	0	0	0	0	0	0	0	0	3	3	3
CTDP1	0	0	0	0	2	1	0	0	0	3	3	3
CTNNAL1	0	0	0	0	2	1	0	0	0	3	3	3
CYP2A13	0	0	0	0	0	3	0	0	0	3	3	3
CYP2E1	0	0	0	0	3	0	0	0	0	3	3	3
CYP8B1	0	0	0	0	1	1	1	0	0	3	3	3
DCDC1	0	0	0	0	2	0	0	1	0	3	3	3
DCDC2B	0	2	0	0	0	0	0	1	0	3	3	3
DCLK3	0	0	0	0	2	0	0	0	1	3	3	3
DDX6	0	0	0	0	3	0	0	0	0	3	3	3
DENND2A	0	0	0	0	3	0	0	0	0	3	3	3
DENND2C	0	0	0	0	3	0	0	0	0	3	3	3
DHRS9	0	0	0	0	2	0	0	1	0	3	3	3
DICER1	0	0	0	0	1	1	0	1	0	3	3	3
DIP2C	0	0	0	0	2	1	0	0	0	3	3	3
DLC1	0	0	0	0	3	0	0	0	0	3	3	3
DLG5	0	0	0	0	3	0	0	0	0	3	3	3
DLGAP2	0	0	0	0	3	0	0	0	0	3	3	3
DLK1	1	0	0	0	2	0	0	0	0	3	3	3
DMBT1	0	0	0	0	2	0	0	1	0	3	3	3
DMXL1	0	0	0	0	2	0	0	1	0	3	3	3
DNAJC13	0	0	0	0	3	0	0	0	0	3	3	3
DNAJC2	0	0	0	0	2	0	0	1	0	3	3	3
DNAJC6	0	0	0	0	3	0	0	0	0	3	3	3
DOCK1	0	0	0	0	2	1	0	0	0	3	3	3
DOCK6	0	0	0	0	1	2	0	0	0	3	3	3
DOP1B	1	0	0	0	1	1	0	0	0	3	3	3
DRC1	1	0	0	0	1	0	0	1	0	3	3	3
DRC7	0	0	0	0	3	0	0	0	0	3	3	3
DTNA	0	0	0	0	3	0	0	0	0	3	3	3
DUS3L	0	0	0	0	3	0	0	0	0	3	3	3
E2F5	0	0	0	0	1	1	0	0	1	3	3	3
ECPAS	0	0	1	0	1	0	0	1	0	3	3	3
EEF2KMT	1	0	0	0	1	1	0	0	0	3	3	3
EFCAB8	0	0	0	0	3	0	0	0	0	3	3	3
EGF	0	0	0	0	2	0	0	1	0	3	3	3
EHBP1	0	0	0	0	3	0	0	0	0	3	3	3
EHMT2	0	0	0	0	3	0	0	0	0	3	3	3
ENPP1	0	0	0	0	3	0	0	0	0	3	3	3
ENTPD2	0	1	0	0	2	0	0	0	0	3	3	3
EP300	0	0	0	0	3	0	0	0	0	3	3	3
EP400	1	0	0	0	1	1	0	0	0	3	3	3
EPG5	0	0	0	0	3	0	0	0	0	3	3	3
EPHA8	0	0	0	0	2	0	0	1	0	3	3	3
ERICH3	0	0	0	0	2	0	0	1	0	3	3	3
ESPL1	0	0	0	0	3	0	0	0	0	3	3	3
ESPNL	0	0	0	0	3	0	0	0	0	3	3	3
EXOC1	0	0	0	0	3	0	0	0	0	3	3	3
FAM120C	1	0	0	0	2	0	0	0	0	3	3	3
FAM135B	0	0	0	0	3	0	0	0	0	3	3	3
FAM25G	0	0	0	0	0	3	0	0	0	3	3	3
FAM83A	0	0	0	0	0	3	0	0	0	3	3	3
FAM83H	0	0	0	0	3	0	0	0	0	3	3	3
FANK1	0	0	0	0	1	2	0	0	0	3	3	3
FAT2	0	0	0	0	3	0	0	0	0	3	3	3
FAT4	0	0	0	0	3	0	0	0	0	3	3	3
FBN1	0	0	0	0	2	1	0	0	0	3	3	3
FBN2	1	0	0	0	2	0	0	0	0	3	3	3
FBN3	1	0	0	0	2	0	0	0	0	3	3	3
FBRSL1	0	0	0	0	3	0	0	0	0	3	3	3
FBXO10	0	0	0	0	3	0	0	0	0	3	3	3
FBXO43	0	0	0	0	3	0	0	0	0	3	3	3
FCGR2A	0	0	0	0	1	0	0	2	0	3	3	3
FETUB	2	0	0	0	1	0	0	0	0	3	3	3
FGD5	1	0	0	0	2	0	0	0	0	3	3	3
FIGN	0	0	0	0	3	0	0	0	0	3	3	3
FILIP1	1	0	0	0	2	0	0	0	0	3	3	3
FMN1	0	0	0	0	3	0	0	0	0	3	3	3
FMO1	0	0	0	0	0	3	0	0	0	3	3	3
FRAS1	1	0	0	0	2	0	0	0	0	3	3	3
FRY	0	0	0	0	3	0	0	0	0	3	3	3
FRYL	0	0	0	0	3	0	0	0	0	3	3	3
FSIP1	0	0	0	0	2	1	0	0	0	3	3	3
FTCD	0	0	0	0	2	1	0	0	0	3	3	3
G2E3	0	3	0	0	0	0	0	0	0	3	3	3
GAB2	0	0	0	0	3	0	0	0	0	3	3	3
GABRB3	0	0	0	0	3	0	0	0	0	3	3	3
GAK	0	0	0	0	3	0	0	0	0	3	3	3
GALNT8	0	0	0	0	3	0	0	0	0	3	3	3
GAS2L3	1	0	0	0	2	0	0	0	0	3	3	3
GCN1	0	0	0	0	3	0	0	0	0	3	3	3
GFY	0	0	0	0	3	0	0	0	0	3	3	3
GGT5	0	0	0	0	2	1	0	0	0	3	3	3
GIGYF2	2	0	0	0	1	0	0	0	0	3	3	3
GIMAP8	3	0	0	0	0	0	0	0	0	3	3	3
GJE1	1	0	0	0	0	2	0	0	0	3	3	3
GLI2	0	0	0	0	3	0	0	0	0	3	3	3
GOLGA6D	0	0	0	0	0	3	0	0	0	3	3	3
GOLGA6L1	0	0	0	0	3	0	0	0	0	3	3	3
GOLM1	1	0	0	0	2	0	0	0	0	3	3	3
GP1BA	1	0	0	0	2	0	0	0	0	3	3	3
GPRC5C	1	0	0	0	2	0	0	0	0	3	3	3
GRID1	0	0	0	0	3	0	0	0	0	3	3	3
GRIP1	0	0	0	0	3	0	0	0	0	3	3	3
GRK3	0	0	0	0	3	0	0	0	0	3	3	3
GRK7	0	0	0	0	2	1	0	0	0	3	3	3
GRWD1	1	0	0	0	2	0	0	0	0	3	3	3
GSTCD	0	1	0	0	2	0	0	0	0	3	3	3
GTF3C1	0	0	0	0	3	0	0	0	0	3	3	3
GTSE1	0	0	0	0	3	0	0	0	0	3	3	3
GUCY2D	0	0	0	0	3	0	0	0	0	3	3	3
HDGFL1	0	0	0	0	3	0	0	0	0	3	3	3
HLA-A	1	0	0	0	0	1	0	1	0	3	3	3
HSD17B13	1	0	0	0	0	1	0	1	0	3	3	3
HTR3A	1	0	0	0	2	0	0	0	0	3	3	3
HTRA1	0	0	0	0	2	1	0	0	0	3	3	3
IFNA4	0	0	0	0	1	2	0	0	0	3	3	3
IGFL4	0	0	0	0	0	3	0	0	0	3	3	3
IL10RA	1	0	0	0	2	0	0	0	0	3	3	3
IL26	0	0	0	0	1	2	0	0	0	3	3	3
IL2RB	0	0	0	0	3	0	0	0	0	3	3	3
INSC	0	0	0	0	3	0	0	0	0	3	3	3
INTS1	0	0	0	0	3	0	0	0	0	3	3	3
IQCE	0	0	0	0	3	0	0	0	0	3	3	3
IQCN	1	0	0	0	2	0	0	0	0	3	3	3
IRAG1	0	0	0	0	2	0	1	0	0	3	3	3
IRS4	0	0	0	0	2	1	0	0	0	3	3	3
IRX3	0	0	0	0	3	0	0	0	0	3	3	3
ITGA11	0	0	0	0	3	0	0	0	0	3	3	3
ITGAL	0	0	0	0	3	0	0	0	0	3	3	3
ITGAM	0	0	0	0	1	1	0	1	0	3	3	3
ITGAV	1	0	0	0	1	0	0	1	0	3	3	3
ITGB4	0	0	0	0	2	0	0	1	0	3	3	3
ITGB7	0	0	0	0	3	0	0	0	0	3	3	3
KAT6B	0	0	0	0	3	0	0	0	0	3	3	3
KATNA1	0	0	0	0	3	0	0	0	0	3	3	3
KCNA1	0	0	0	0	3	0	0	0	0	3	3	3
KCNA10	0	0	0	0	2	1	0	0	0	3	3	3
KCNJ18	0	0	0	0	0	3	0	0	0	3	3	3
KCNU1	0	0	0	0	2	0	0	1	0	3	3	3
KDM2B	0	0	0	0	2	1	0	0	0	3	3	3
KDM4B	0	0	0	0	2	1	0	0	0	3	3	3
KDM5C	0	0	0	0	3	0	0	0	0	3	3	3
KIAA2012	0	0	0	0	2	1	0	0	0	3	3	3
KIF14	0	0	0	0	2	0	0	1	0	3	3	3
KIF17	0	0	0	0	3	0	0	0	0	3	3	3
KIF19	0	0	0	0	3	0	0	0	0	3	3	3
KIF7	0	0	0	0	2	0	0	1	0	3	3	3
KIR3DL3	0	0	0	0	2	1	0	0	0	3	3	3
KLHL35	1	0	0	0	1	1	0	0	0	3	3	3
KLHL4	0	0	0	0	3	0	0	0	0	3	3	3
KLKB1	0	0	0	0	3	0	0	0	0	3	3	3
KMT2E	0	0	0	0	2	1	0	0	0	3	3	3
KNDC1	1	0	0	0	2	0	0	0	0	3	3	3
KNTC1	0	0	0	0	3	0	0	0	0	3	3	3
KRAS	0	0	0	0	2	0	0	1	0	3	3	3
LAMA3	0	0	0	0	3	0	0	0	0	3	3	3
LARP6	0	0	1	0	2	0	0	0	0	3	3	3
LDHAL6A	0	0	0	0	0	0	0	3	0	3	3	3
LETM1	0	0	0	0	3	0	0	0	0	3	3	3
LOXL2	0	0	0	0	3	0	0	0	0	3	3	3
LRRC37A3	0	0	0	0	3	0	0	0	0	3	3	3
LSR	0	0	0	0	2	0	0	1	0	3	3	3
LTBP1	0	0	0	0	1	0	0	2	0	3	3	3
LUC7L2	2	0	0	0	1	0	0	0	0	3	3	3
LYPD8	0	0	0	0	3	0	0	0	0	3	3	3
MADD	0	0	0	0	3	0	0	0	0	3	3	3
MAGI2	0	0	0	0	2	1	0	0	0	3	3	3
MAK	0	0	0	0	3	0	0	0	0	3	3	3
MAMDC4	2	0	0	0	1	0	0	0	0	3	3	3
MAP2K3	0	0	0	0	2	0	0	1	0	3	3	3
MAP3K9	0	0	0	0	3	0	0	0	0	3	3	3
MAP7D3	1	0	0	0	2	0	0	0	0	3	3	3
MAPK8IP2	0	0	0	0	3	0	0	0	0	3	3	3
MARCHF10	1	0	0	0	1	1	0	0	0	3	3	3
MARCHF6	1	0	0	0	1	1	0	0	0	3	3	3
MARCO	0	0	0	0	2	1	0	0	0	3	3	3
MAST3	0	0	0	0	3	0	0	0	0	3	3	3
MAST4	0	0	0	0	3	0	0	0	0	3	3	3
MCAT	1	0	0	0	2	0	0	0	0	3	3	3
MCF2L	0	1	0	0	2	0	0	0	0	3	3	3
MCM10	0	0	0	0	3	0	0	0	0	3	3	3
MCM3	0	0	0	0	3	0	0	0	0	3	3	3
MCTP1	0	1	0	0	2	0	0	0	0	3	3	3
MED16	0	0	0	0	2	1	0	0	0	3	3	3
METRN	0	0	0	0	3	0	0	0	0	3	3	3
MMEL1	0	0	0	0	1	0	0	2	0	3	3	3
MPP4	0	0	0	0	2	0	0	1	0	3	3	3
MRPL37	0	0	0	0	3	0	0	0	0	3	3	3
MS4A2	0	0	0	0	1	2	0	0	0	3	3	3
MSH4	0	0	0	0	1	2	0	0	0	3	3	3
MSLNL	1	1	0	0	1	0	0	0	0	3	3	3
MSS51	2	0	0	0	0	1	0	0	0	3	3	3
MTG1	0	0	0	0	3	0	0	0	0	3	3	3
MXRA8	0	0	0	0	2	1	0	0	0	3	3	3
MYH10	0	0	0	0	2	0	0	1	0	3	3	3
MYH7B	0	0	0	0	2	1	0	0	0	3	3	3
MYLK	0	0	0	0	3	0	0	0	0	3	3	3
MYO3B	0	1	0	0	1	0	0	1	0	3	3	3
MYO5C	0	0	0	0	3	0	0	0	0	3	3	3
MYO7A	1	0	0	0	2	0	0	0	0	3	3	3
MYOC	1	0	0	0	2	0	0	0	0	3	3	3
NAALADL1	0	1	0	0	2	0	0	0	0	3	3	3
NAV3	0	0	0	0	3	0	0	0	0	3	3	3
NBEAL2	0	0	0	0	3	0	0	0	0	3	3	3
NBPF20	1	0	0	0	0	0	0	2	0	3	3	3
NECTIN1	0	0	0	0	2	0	0	1	0	3	3	3
NEDD4L	0	0	0	0	1	1	0	1	0	3	3	3
NFKBIB	0	0	0	0	3	0	0	0	0	3	3	3
NISCH	0	0	0	0	3	0	0	0	0	3	3	3
NKX1-1	0	0	0	0	2	0	1	0	0	3	3	3
NLRP14	0	0	0	0	1	1	0	1	0	3	3	3
NLRP5	0	0	0	0	3	0	0	0	0	3	3	3
NLRP9	0	0	0	0	2	1	0	0	0	3	3	3
NOD1	0	0	0	0	3	0	0	0	0	3	3	3
NPAP1	0	1	0	0	2	0	0	0	0	3	3	3
NPC1	0	0	0	0	2	0	0	1	0	3	3	3
NUP210	0	0	0	0	3	0	0	0	0	3	3	3
NUSAP1	0	0	0	0	3	0	0	0	0	3	3	3
NXNL1	1	0	0	0	2	0	0	0	0	3	3	3
NYNRIN	0	0	0	0	3	0	0	0	0	3	3	3
OAS3	0	0	0	0	0	3	0	0	0	3	3	3
OGFOD3	0	0	0	0	0	0	0	3	0	3	3	3
OLR1	0	0	0	0	3	0	0	0	0	3	3	3
OPRM1	0	1	0	0	2	0	0	0	0	3	3	3
OR2D3	0	0	0	0	3	0	0	0	0	3	3	3
OR4N4C	0	0	0	0	3	0	0	0	0	3	3	3
OR8J3	0	0	0	0	3	0	0	0	0	3	3	3
OR9A4	1	0	0	0	0	2	0	0	0	3	3	3
ORC6	0	0	0	0	2	0	0	1	0	3	3	3
OTOF	0	0	0	0	3	0	0	0	0	3	3	3
OTUD7A	1	0	0	0	2	0	0	0	0	3	3	3
P2RX7	0	0	0	0	2	1	0	0	0	3	3	3
PADI6	0	0	0	0	2	0	0	1	0	3	3	3
PAPLN	0	0	0	0	2	0	0	1	0	3	3	3
PAPPA	0	0	0	0	2	0	0	1	0	3	3	3
PAPSS2	0	0	0	0	1	0	0	2	0	3	3	3
PBX2	0	0	0	0	3	0	0	0	0	3	3	3
PCDH19	0	0	0	0	3	0	0	0	0	3	3	3
PCDH20	0	0	0	0	3	0	0	0	0	3	3	3
PCDHA2	0	0	0	0	3	0	0	0	0	3	3	3
PCDHA3	0	0	0	0	3	0	0	0	0	3	3	3
PCDHAC2	0	0	0	0	3	0	0	0	0	3	3	3
PCDHB13	0	1	0	0	2	0	0	0	0	3	3	3
PCDHGB4	0	0	0	0	3	0	0	0	0	3	3	3
PCDHGC5	0	0	0	0	3	0	0	0	0	3	3	3
PCM1	0	0	0	0	3	0	0	0	0	3	3	3
PCSK5	0	0	0	0	2	0	0	1	0	3	3	3
PCSK6	0	0	0	0	2	0	0	1	0	3	3	3
PDCD7	0	0	0	0	2	0	0	1	0	3	3	3
PDE7B	0	0	0	0	2	0	0	1	0	3	3	3
PDIA2	0	2	0	0	0	0	0	1	0	3	3	3
PDZRN3	0	0	0	0	3	0	0	0	0	3	3	3
PEAK1	0	0	0	0	2	1	0	0	0	3	3	3
PEAR1	0	0	0	0	2	1	0	0	0	3	3	3
PER3	0	0	0	0	3	0	0	0	0	3	3	3
PEX6	0	0	0	0	3	0	0	0	0	3	3	3
PFKFB3	1	0	0	0	2	0	0	0	0	3	3	3
PHC1	0	0	0	0	2	1	0	0	0	3	3	3
PHLPP2	0	0	0	0	2	1	0	0	0	3	3	3
PI4KA	0	0	0	0	1	1	0	1	0	3	3	3
PIWIL3	0	0	0	0	0	0	0	3	0	3	3	3
PKDREJ	0	0	0	0	3	0	0	0	0	3	3	3
PLA2R1	0	0	0	0	2	0	0	1	0	3	3	3
PLD1	0	0	0	0	3	0	0	0	0	3	3	3
PLEKHG1	0	0	0	0	3	0	0	0	0	3	3	3
PLEKHG4	1	0	0	0	2	0	0	0	0	3	3	3
PLEKHH2	0	0	0	0	3	0	0	0	0	3	3	3
PLXNA1	0	0	0	0	3	0	0	0	0	3	3	3
PNMA6E	0	0	0	0	3	0	0	0	0	3	3	3
PNPLA5	2	0	0	0	0	0	0	1	0	3	3	3
POF1B	0	0	0	0	2	0	0	1	0	3	3	3
POLE	0	1	0	0	2	0	0	0	0	3	3	3
POLR2A	0	0	0	0	2	1	0	0	0	3	3	3
PPEF2	0	0	0	0	1	1	0	1	0	3	3	3
PPFIA3	0	0	0	0	3	0	0	0	0	3	3	3
PPP1R13B	0	0	0	0	2	1	0	0	0	3	3	3
PRAMEF15	0	0	0	0	0	3	0	0	0	3	3	3
PRAMEF4	0	0	0	0	1	0	0	2	0	3	3	3
PRDM14	0	0	0	0	3	0	0	0	0	3	3	3
PRKDC	0	0	0	0	2	0	0	1	0	3	3	3
PRKRA	0	0	0	0	3	0	0	0	0	3	3	3
PRTG	0	0	0	0	2	0	0	1	0	3	3	3
PTCHD4	0	0	0	0	2	1	0	0	0	3	3	3
PTPA	0	0	0	0	3	0	0	0	0	3	3	3
PTPN14	1	0	0	0	2	0	0	0	0	3	3	3
PTPN18	0	0	0	0	1	1	0	0	1	3	3	3
PTPRF	0	0	0	0	3	0	0	0	0	3	3	3
PTPRH	1	0	0	0	1	1	0	0	0	3	3	3
PTPRN2	0	0	0	0	1	1	0	1	0	3	3	3
PTPRT	0	0	0	0	2	1	0	0	0	3	3	3
PUM2	0	0	0	0	2	1	0	0	0	3	3	3
PXDNL	0	0	0	0	3	0	0	0	0	3	3	3
QARS1	0	0	0	0	2	0	0	1	0	3	3	3
RABEPK	2	0	0	0	1	0	0	0	0	3	3	3
RADIL	0	0	1	0	2	0	0	0	0	3	3	3
RALGDS	0	0	0	0	3	0	0	0	0	3	3	3
RAPGEF4	0	0	0	0	3	0	0	0	0	3	3	3
RBBP6	0	0	0	0	3	0	0	0	0	3	3	3
RBMXL3	0	0	0	0	3	0	0	0	0	3	3	3
RBPJ	0	0	0	0	3	0	0	0	0	3	3	3
REDIC1	0	0	0	0	3	0	0	0	0	3	3	3
RELCH	0	0	0	0	2	1	0	0	0	3	3	3
RFT1	0	0	0	0	3	0	0	0	0	3	3	3
RGL1	0	0	0	0	3	0	0	0	0	3	3	3
RGPD8	1	0	0	0	1	1	0	0	0	3	3	3
RMDN3	0	0	0	0	2	0	0	1	0	3	3	3
RNF133	0	0	0	0	2	1	0	0	0	3	3	3
RNF17	0	0	0	0	3	0	0	0	0	3	3	3
RNF213	0	0	0	0	3	0	0	0	0	3	3	3
ROBO3	0	0	0	0	2	1	0	0	0	3	3	3
RPS6KA6	0	0	0	0	3	0	0	0	0	3	3	3
RTL9	0	0	0	0	3	0	0	0	0	3	3	3
SAFB2	0	0	0	0	3	0	0	0	0	3	3	3
SALL3	0	0	0	0	3	0	0	0	0	3	3	3
SAMD15	1	0	0	0	1	0	0	0	1	3	3	3
SAMD7	0	0	0	0	3	0	0	0	0	3	3	3
